,wavenumber (cm^-1),Background Subtracted Integrated OD
165,17323.480857678915,6.324831361714518e-05
166,17323.48091956506,0.0036556847465936543
167,17323.48098249193,5.926658228813924e-05
168,17323.48106142987,-0.000192832304949952
169,17323.48111276205,-0.002788675411547884
170,17323.48111276205,0.0021934989573418706
171,17323.48116414426,0.0004746239626337869
172,17323.481530948022,0.00023006151798544224
173,17323.481548500164,0.00029590575005965805
174,17323.481548500164,0.0027969883338985514
175,17323.48163618749,0.001769408211456429
176,17323.481779496633,0.00010696168186806053
177,17323.481799894078,0.005377477866574984
178,17323.481799894078,0.0030221973223639523
179,17323.481949320787,0.001449089234496604
180,17323.48201046642,0.00041682055135737256
181,17323.482096098996,-0.0024690122207134922
182,17323.482142854675,0.002270116600145137
183,17323.482284666115,0.0026571177349067688
184,17323.48233918383,0.0038026771826443705
185,17323.482469183764,0.006390092566110369
186,17323.482551170484,0.0037092672491982953
187,17323.48258990061,0.0009085034450486513
188,17323.482677521228,0.0012539237817789815
189,17323.482677521228,0.0067800211220002665
190,17323.482770909166,0.003406987791770032
191,17323.48290764376,0.0071622906381828425
192,17323.482929141966,0.0030349341533041953
193,17323.482929141966,0.005267651635386014
194,17323.48300783307,0.004026635577358788
195,17323.483197644386,0.004274533169405462
196,17323.483386598436,0.0016985851056345001
197,17323.4836003363,0.0092489643761963
198,17323.483714918904,0.009176545858696046
199,17323.483750446816,0.008415083095085025
200,17323.48385886182,0.006630028753324119
201,17323.48396245682,0.009482379620540668
202,17323.484000880067,0.005334729809820322
203,17323.48414992985,0.010377347973159298
204,17323.484152711775,0.014561753582796487
205,17323.484160774016,0.0054936726654077036
206,17323.48418640842,0.0030313791461752514
207,17323.48418640842,0.011363489887305492
208,17323.484199364048,0.012217061106994153
209,17323.484199364048,0.015434236736701688
210,17323.484340978684,0.014827092575918372
211,17323.48445367665,0.014994986327019205
212,17323.484681197384,0.011436059665433469
213,17323.484681197384,0.016687245108168967
214,17323.484707192034,0.027979130686947982
215,17323.485041966967,0.01977612791099744
216,17323.485137376305,0.020157865803244784
217,17323.485137376305,0.02090850068976554
218,17323.485186473605,0.020474248208475276
219,17323.48535306552,0.021030489372145137
220,17323.485470690226,0.01958061103135626
221,17323.485756614697,0.024502696233577148
222,17323.485855950086,0.028701344019906122
223,17323.48586786833,0.023905686941508842
224,17323.48586786833,0.0316227933815725
225,17323.486016134237,0.030450007975972887
226,17323.486094775308,0.034422136588154795
227,17323.48622457844,0.03328187298015579
228,17323.486289059714,0.02955973656721757
229,17323.486289059714,0.035340340804398386
230,17323.48635330082,0.03507951466492042
231,17323.48677063954,0.03292252629282919
232,17323.48688054891,0.030423093604705694
233,17323.48688054891,0.03057816460250126
234,17323.486886116094,0.03177134074696895
235,17323.486957762325,0.027216054061240648
236,17323.48703197033,0.030924041979390242
237,17323.487051580563,0.030250807599498143
238,17323.487155395716,0.03251593896176395
239,17323.487195580183,0.030734552752928163
240,17323.487440276134,0.029457316202632984
241,17323.48754982525,0.03190118453725469
242,17323.487563214516,0.02591073376619555
243,17323.48761902646,0.02608289073532738
244,17323.487778863702,0.025037376902939276
245,17323.487778863702,0.0228209206306089
246,17323.487798140373,0.02941333863621133
247,17323.487809027905,0.02448623610986181
248,17323.487809027905,0.027724814571094672
249,17323.48794559238,0.027323819979243255
250,17323.487995480227,0.024353129291972534
251,17323.488263325522,0.02576278463101167
252,17323.48844314659,0.023157324548815555
253,17323.48844314659,0.025389084433076595
254,17323.48850872529,0.025008369881536555
255,17323.48850872529,0.025466957075897034
256,17323.488689843925,0.02184512052190518
257,17323.488729197816,0.023222489079147
258,17323.488787885086,0.021592736341270014
259,17323.48879921959,0.02909395429552062
260,17323.489042734724,0.024072680491850858
261,17323.489144915413,0.029923203289330933
262,17323.489144915413,0.029451141722524665
263,17323.489217145383,0.026592932182872293
264,17323.489342331988,0.029786917893258484
265,17323.489395341992,0.03023017548408056
266,17323.489432744536,0.02909536504699471
267,17323.48966246012,0.034025628187855504
268,17323.489690692986,0.028436958987470444
269,17323.489807323673,0.031697504314619554
270,17323.489811753403,0.030135172894969416
271,17323.489826360175,0.030476438614587736
272,17323.48982929554,0.0311896259921755
273,17323.490141071226,0.03534648578491965
274,17323.49014800269,0.03316860702132768
275,17323.49021058932,0.027975806902148872
276,17323.49042388021,0.029927915132431586
277,17323.49042599834,0.027654848980510835
278,17323.490458157255,0.029278089544812782
279,17323.490529279792,0.026037486844697623
280,17323.490857280038,0.02469751076868197
281,17323.490961492134,0.02692286243256771
282,17323.491006860186,0.02140007704765304
283,17323.49115742435,0.02098554302634707
284,17323.491362099277,0.015194361266294226
285,17323.49144927292,0.020897090388582496
286,17323.491489233897,0.02048510102418983
287,17323.49154735744,0.018372148650950427
288,17323.49154735744,0.0207530816836841
289,17323.49182641716,0.012043528152208967
290,17323.49182641716,0.01624079538336419
291,17323.49194978918,0.011826123960171553
292,17323.491981394374,0.01685599250512807
293,17323.49200332955,0.011087361820050955
294,17323.49219345775,0.011119485542934881
295,17323.49219345775,0.010399029453521624
296,17323.492432436407,0.012839036230102201
297,17323.492525193913,0.010781761143688244
298,17323.492690431558,0.01162725826308479
299,17323.492728954876,0.008387133024625102
300,17323.49284180628,0.005989775053019539
301,17323.49284180628,0.008624204184373162
302,17323.49285029215,0.006256256498531773
303,17323.493057738997,0.006202787003564715
304,17323.49309187928,0.006014768058380138
305,17323.493201945428,0.0022424870822330247
306,17323.493219050593,0.007695539845496833
307,17323.493244821755,0.007135708269215194
308,17323.493404355457,0.0024984264526055028
309,17323.4934604576,0.0034495168636531335
310,17323.49349664597,0.0031209930059051295
311,17323.49349664597,0.005046847858407077
312,17323.4936499587,0.0010938063449951025
313,17323.493656359795,0.003323872449331866
314,17323.493656359795,0.0075132355424069285
315,17323.49387692238,0.0027677338719745235
316,17323.493915732564,-0.001773679745193232
317,17323.493915732564,0.005049799580367314
318,17323.494105420457,0.0025964376632735793
319,17323.494234843325,0.0035188461153560736
320,17323.49440262273,0.0018890749756665685
321,17323.49440262273,0.004175919516276797
322,17323.49444793074,0.001822367191796922
323,17323.494590169143,0.0027383500094584684
324,17323.494608738656,0.0021051004967118274
325,17323.494608738656,0.002628427586158295
326,17323.49464957357,0.0009535687010146774
327,17323.494880736827,-0.0005953098807198332
328,17323.495053799885,0.0010550722475263076
329,17323.495053799885,-0.00025338425761170427
330,17323.495200568086,0.0028116028344755
331,17323.49548651591,-0.0016861814177339097
332,17323.495601542152,0.0008442964089033984
333,17323.495711938525,0.0009400909752368499
334,17323.495734277312,0.0015747690438843959
335,17323.495734277312,0.003581917447330092
336,17323.495738863818,-0.00028377263063646585
337,17323.4958283157,0.0003163506613117226
338,17323.495904925367,0.0014665318177806111
339,17323.49600315666,0.00011385477334913737
340,17323.496260474672,0.001054439726114017
341,17323.496282349806,-0.0006285108992716152
342,17323.496301436342,0.0014424516813419568
343,17323.496365687457,0.001365645606006955
344,17323.49643433495,0.003039882579772361
345,17323.49644343458,-0.0007821358257920963
346,17323.496565742524,0.000419260288720333
347,17323.496632115108,0.0013609910800766625
348,17323.49689475347,0.0010199814062893785
349,17323.4969999329,0.001770133884178847
350,17323.497090011886,0.0003877824223354207
351,17323.497310391012,0.0022317115420358094
352,17323.497321698833,0.002026674285790668
353,17323.497527297735,0.0007539266568796126
354,17323.497778688314,0.0017751714759144275
355,17323.497823315854,-0.0022232399034755506
356,17323.49786924096,-0.0005446057364445843
357,17323.498022066688,0.001919904123036649
358,17323.49807408934,0.001846310576368922
359,17323.498209279533,0.0026007493924930835
360,17323.498247939613,-0.001086065827888662
361,17323.498337675024,0.003279014613639609
362,17323.49837991091,0.0021777553509677696
363,17323.4985540247,0.0019477333644740747
364,17323.49856557269,4.975613689303009e-05
365,17323.498590076306,0.000978278541653272
366,17323.498752495336,0.000978110863797118
367,17323.498891835065,0.001084527440279615
368,17323.498891835065,-0.0003525761676838736
369,17323.498891835065,0.002041781765318074
370,17323.499073870997,6.044816593788697e-05
371,17323.499180448063,0.003605025579769559
372,17323.499180448063,0.0023904854742426086
373,17323.499420587526,0.001191267674266715
374,17323.499466729445,0.0009938741658821943
375,17323.499513615217,0.003326384327650939
376,17323.499513615217,0.002085730101305095
377,17323.49971675575,0.0016287454874681345
378,17323.49985894078,-0.00041384626072464136
379,17323.49985894078,0.003986715513559502
380,17323.499874181325,0.00016623890815046583
381,17323.50009939713,0.00477547597868052
382,17323.50009939713,0.0031260951970053987
383,17323.50020548052,0.0022367912415959743
384,17323.50020548052,0.003268282945006102
385,17323.5005228801,0.0001598149602461815
386,17323.500546082818,0.0033613803321581866
387,17323.50055850808,0.0006394813498163806
388,17323.500783833962,0.0005429075638682464
389,17323.500897972925,0.001254220825642897
390,17323.500897972925,0.000979241606839025
391,17323.500932149902,0.0020631146112023544
392,17323.501013409452,0.0024015637473243793
393,17323.501128542433,0.0014172235229745608
394,17323.501245193132,0.0018397003326239055
395,17323.501245193132,6.029933179291843e-05
396,17323.501245193132,0.0012725267546378014
397,17323.501464915138,0.0022851649929273663
398,17323.501744048244,0.0032565014073595404
399,17323.50184504812,0.0015434793509320993
400,17323.50184504812,0.0005514802117988847
401,17323.50185214636,0.000720698444880218
402,17323.501988974353,0.0011057737802085293
403,17323.502122249887,0.0006915778483893528
404,17323.50217169743,0.0006751190084405035
405,17323.502218122878,0.0001485118217582678
406,17323.50236872707,0.0017694476311240907
407,17323.50248660195,0.0005862249649038559
408,17323.502592315082,0.0007141485693604778
409,17323.50260739885,0.002062032577445008
410,17323.502708051816,0.0030264822200851667
411,17323.502870417473,0.0010500376458185139
412,17323.502886171707,0.00040561617291623496
413,17323.502886171707,0.0006541888288050131
414,17323.50304008485,0.002035692100417744
415,17323.50319375116,0.001591098427765336
416,17323.50341260256,0.0007191507736890501
417,17323.50341260256,0.0006842388924736583
418,17323.50343832369,0.0013446795337489841
419,17323.503445495317,0.0008514287408966999
420,17323.50375869199,-0.0006213169684285728
421,17323.503816328528,0.0030167331474238944
422,17323.503816328528,0.003012337435758984
423,17323.50389004286,0.0032447803416283103
424,17323.50407961734,0.001325393231227954
425,17323.504079844162,0.0018639650998450775
426,17323.504191327957,0.003658021902514015
427,17323.504191327957,0.004813545829927754
428,17323.504385569,0.003176339255372026
429,17323.50445759883,0.00046290085445016603
430,17323.504679809223,0.0013343104081483719
431,17323.504679809223,1.3348090786895195e-05
432,17323.504703629034,-0.00015041767624564663
433,17323.504736041457,0.003214450434678338
434,17323.5047857325,0.004876801605216452
435,17323.50503340718,0.00487637874870891
436,17323.505199985753,0.0026331404684368735
437,17323.50524325902,0.002453280798341417
438,17323.5052874596,0.0014634714136901586
439,17323.505462700832,0.0027321246239226642
440,17323.505513616055,0.0029588023086962113
441,17323.505627654948,0.0034594985617586007
442,17323.50574026285,0.001718415436344063
443,17323.50574026285,0.0031420631260860934
444,17323.505814847784,0.004600943115662482
445,17323.505995959746,0.004556625985076371
446,17323.5060883103,0.0023610496247834538
447,17323.5060883103,0.005359046267381311
448,17323.506169022803,0.0036117498728638732
449,17323.506266863824,0.005826923000066991
450,17323.506266863824,0.005576421926044993
451,17323.506520502626,0.0028113370834645665
452,17323.506523941673,0.004948667815178019
453,17323.50665885167,0.006521023943030578
454,17323.50665885167,0.004519815740538996
455,17323.50665885167,0.006467896207379041
456,17323.50693685066,0.005876780041609872
457,17323.50693685066,0.009270838696473552
458,17323.507090260122,0.005919653814661536
459,17323.507090260122,0.004275327007366982
460,17323.507328808486,0.005887268042329703
461,17323.507425148466,0.005279911107202955
462,17323.507425148466,0.005724478621080565
463,17323.507547616526,0.00429643213983214
464,17323.507688006983,0.008009641349618513
465,17323.507812062802,0.005039728564357989
466,17323.507812062802,0.007703033627330625
467,17323.507921181626,0.006599895741339188
468,17323.50808441789,0.005014724222905906
469,17323.50808441789,0.006719694776852445
470,17323.50819418716,0.004884711921834846
471,17323.508370819356,0.006122991033241086
472,17323.508496919927,0.004155715277285929
473,17323.508591838923,0.006473676958929779
474,17323.50866944261,0.0034307211818270416
475,17323.508754598188,0.004511490553860593
476,17323.508841685103,0.00823882915962328
477,17323.50891707059,0.006546105894762465
478,17323.509013857547,0.005501668348416733
479,17323.509091597996,0.002381159847538654
480,17323.50923101778,0.007071456799790025
481,17323.509350350334,0.004591180495566698
482,17323.50939919079,0.002250347975533182
483,17323.50939919079,0.0031376101925614168
484,17323.5094835725,0.0029595240802393692
485,17323.50963817612,0.0024335588954743376
486,17323.50973525995,0.0024259459982020194
487,17323.509850279523,0.0023441672491263106
488,17323.51000624075,0.0019104800761966417
489,17323.51000624075,0.002662266931259519
490,17323.510120056155,0.000905412673904597
491,17323.510120056155,0.0007054263996994835
492,17323.51027697805,0.002099620178870286
493,17323.510382754557,-0.0006877288728575105
494,17323.510382754557,0.0032014724471321203
495,17323.51060342055,-0.0006404151737993743
496,17323.51071093493,0.0032300884644394677
497,17323.510797057843,0.001987509834946496
498,17323.510890422433,0.0023138943675954727
499,17323.510960737745,-0.00047320505815480257
500,17323.511093049277,0.0016797716500048842
501,17323.511093049277,0.0020725902734264725
502,17323.511222008492,0.003909602296218982
503,17323.511379400712,0.001583840722945327
504,17323.51148035722,0.0018855971495108184
505,17323.511636912193,0.0005241990316428953
506,17323.511636912193,0.0007459176190308752
507,17323.51171486946,0.0010302404306039448
508,17323.51179236974,0.0035700806364189945
509,17323.511888416186,0.0035321262814003392
510,17323.511888416186,0.003767690147818092
511,17323.511888416186,0.002945671054812686
512,17323.511888416186,0.002797025408311636
513,17323.511888416186,0.0029575081940387284
514,17323.511888416186,0.0034294818154834653
515,17323.511888416186,-9.90418329039535e-05
516,17323.511888416186,0.003952281543326733
517,17323.51275032913,0.0022095255993759806
518,17323.512757734254,0.006290074462587499
519,17323.512861608495,0.0059356350526724375
520,17323.512972887864,0.003941902120933618
521,17323.51308416723,0.003708003422389048
522,17323.513195446594,0.009041484471721923
523,17323.513306725963,0.004916696189362324
524,17323.51341800533,0.006935965791948661
525,17323.513529284694,0.00826581274980597
526,17323.513640564062,0.006716702598591564
527,17323.513751843428,0.009733577699545918
528,17323.513863122793,0.009208498313835741
529,17323.51397440216,0.011168314684135063
530,17323.514085681527,0.014262662758770061
531,17323.514196960892,0.014114810800349941
532,17323.51430824026,0.01195890807456235
533,17323.514419519626,0.013895843159019611
534,17323.51453079899,0.015513872754153293
535,17323.514642078357,0.019022540003896603
536,17323.514753357726,0.024032385253572954
537,17323.51486463709,0.02448505004366752
538,17323.514975916456,0.024076492875378698
539,17323.515087195825,0.030149422828091958
540,17323.51519847519,0.028696164033507686
541,17323.515309754555,0.03872325137857642
542,17323.515421033924,0.03398405967265768
543,17323.51553231329,0.04180456449439933
544,17323.515643592655,0.043055716612310016
545,17323.515754872024,0.023690837760842826
546,17323.51586615139,0.06450788913183167
547,17323.515977430754,0.05704016904776481
548,17323.516088710123,0.05206389915716778
549,17323.516199989488,0.05184748733867239
550,17323.516311268853,0.03775336463778724
551,17323.516422548222,0.044214343847385346
552,17323.516533827587,0.006814464138926537
553,17323.516645106953,0.027942108049249258
554,17323.51675638632,0.03848952571543202
555,17323.516867665687,0.052693171927899324
556,17323.516978945052,0.05522176386592291
557,17323.51709022442,0.047793011195506184
558,17323.517201503786,0.04647261721288945
559,17323.51731278315,0.039635373876999426
560,17323.51742406252,0.03686016773397567
561,17323.517535341885,0.04584986444947112
562,17323.51764662125,0.019782309657878434
563,17323.51775790062,0.03723641881734893
564,17323.517869179985,0.02385011013503982
565,17323.51798045935,0.02088405493703384
566,17323.518091738715,0.03353494482915201
567,17323.518203018084,0.03469460871792682
568,17323.51831429745,0.03845658983281364
569,17323.518425576814,0.028565639470162302
570,17323.518536856183,0.02334090004087646
571,17323.51864813555,0.02381891686902443
572,17323.518759414914,0.017002170332548208
573,17323.518870694283,0.01725183786686295
574,17323.518981973648,0.01856931210805516
575,17323.519093253013,0.015498891613103529
576,17323.519204532382,0.015898237013702517
577,17323.519315811747,0.012702843131259335
578,17323.519427091112,0.01316424555488779
579,17323.519482730797,0.015746774352735728
580,17323.51964543002,0.014134631321575337
581,17323.51964543002,0.014020134505237992
582,17323.51964543002,0.03061495280744057
583,17323.519928896123,-0.032136529039815405
584,17323.520139698627,0.027008938867431255
585,17323.520139698627,0.012753744964787577
586,17323.52014100286,0.011576703593965572
587,17323.520911876156,0.015583833729004258
588,17323.52097687779,0.012395571057796463
589,17323.52106626296,0.010541997387684323
590,17323.521327803897,0.011640837143720415
591,17323.521420127767,0.010068906353096875
592,17323.52171503512,0.007854733227841484
593,17323.5218008645,0.008671526153432725
594,17323.521826422177,0.011225858971901925
595,17323.521887427716,0.010928401366959503
596,17323.52209798338,0.008492790809800253
597,17323.52211627937,0.003326748158353589
598,17323.522272704253,0.011372337125594673
599,17323.52235869374,0.008106595299993294
600,17323.52235869374,0.007084601415206344
601,17323.52235869374,0.008339994575306419
602,17323.522450707394,0.00863477897115661
603,17323.522515482207,0.0012755631387447695
604,17323.522515482207,0.0047806124961261316
605,17323.522515482207,0.00452499221848676
606,17323.522515482207,0.004755489132466583
607,17323.522605391074,0.008358415261221781
608,17323.52265983207,0.005418850798005038
609,17323.52265983207,0.00744982509353913
610,17323.522709783294,0.0016014809697271683
611,17323.522709783294,0.0023260354852590375
612,17323.52296556024,0.0014622383489579826
613,17323.52296556024,0.00329914111856222
614,17323.52298737867,0.00025859806530601815
615,17323.522998593093,0.0049723935469611355
616,17323.523016638912,-0.0002969607325388672
617,17323.523016638912,0.0013071754020798634
618,17323.523039017728,0.007877407499618723
619,17323.523329061714,-0.0011623879973638685
620,17323.523398703226,0.0011225911016000643
621,17323.523398703226,0.0024538833653550488
622,17323.523398703226,0.0005454507199408249
623,17323.523483972214,0.0007573482724826787
624,17323.523574258008,-0.0008790150999208888
625,17323.523630616997,0.002681816123580767
626,17323.523630616997,0.0025709394492484765
627,17323.523630616997,0.003665156427831705
628,17323.523751624045,4.140844776580311e-06
629,17323.52419448042,-0.0005010004867492389
630,17323.524229284496,-0.0013738801236786028
631,17323.524422594895,0.0017672886014755411
632,17323.52443842251,0.0019216481787770637
633,17323.524691577644,0.00023629681212253447
634,17323.525163614202,0.0010308999421267738
635,17323.525269303987,0.0010304841033676258
636,17323.525269303987,0.0007923319022920022
637,17323.525311022848,0.00012269763463513118
638,17323.525311022848,0.0017795275478139426
639,17323.525311022848,0.0008606346092595485
640,17323.5254004814,0.0002069203355187743
641,17323.52550312241,0.0015988812323396145
642,17323.525586887026,0.0005746058319174997
643,17323.525649253505,-0.0002711994170936056
644,17323.52569090232,-0.0011468217173503548
645,17323.525818293783,0.0011916051234366635
646,17323.526102974058,-0.00011654694301543338
647,17323.52630158813,0.0012031275918924418
648,17323.526382173877,-0.00023536088689010497
649,17323.526474224225,-0.0004357774547547016
650,17323.526474224225,0.0003504829881656805
651,17323.52653169732,0.0006269404404942345
652,17323.526606595802,0.001790236722369197
653,17323.526713629846,-9.189859184724621e-05
654,17323.526713629846,0.0011546733229512798
655,17323.526713629846,0.00087473977018596
656,17323.526957258393,-0.0003451348808442883
657,17323.526957258393,0.0010896559813366744
658,17323.527411896248,-0.001267290644960924
659,17323.527509844007,0.000480827364452031
660,17323.5277265139,0.0009667324420842761
661,17323.52800252151,-0.00044958129423310045
662,17323.52803477716,-0.0009122949582345227
663,17323.52807249659,-0.0011100520562207182
664,17323.52807249659,0.0015677898711374254
665,17323.528096923485,-0.0007053363193451074
666,17323.52821141936,0.0009068712561833926
667,17323.528494204995,0.0011824326173990288
668,17323.52858960766,0.0005851959082742593
669,17323.52858960766,-0.001427221029423986
670,17323.52866115716,0.00014421959767987164
671,17323.528777480966,-0.00031470492570433704
672,17323.528965247533,0.00030574809099606794
673,17323.529010845745,0.00016820580233002628
674,17323.529123693814,-0.0010680112674252185
675,17323.52915090597,-0.0007267552138430321
676,17323.529173715084,-0.00034687730479499083
677,17323.529197444834,0.0009417165574840141
678,17323.529211731384,0.0005211984330572766
679,17323.52970838831,-0.0007334320427594914
680,17323.52974802573,-3.2230692500680126e-05
681,17323.529754963864,-0.0015489927867537528
682,17323.529869009428,0.00026161728806969994
683,17323.529869009428,0.0007108782038416585
684,17323.5300742781,0.0004933620727819445
685,17323.5300742781,0.0007900105191977463
686,17323.53025635406,0.00015973984361001897
687,17323.530585001423,-0.0012571098140464732
688,17323.530585001423,0.00024799273128288006
689,17323.530671147684,-0.00010696263135468945
690,17323.530690057432,-0.0005238250796042609
691,17323.530690057432,-0.00048183516536367166
692,17323.5310616912,-0.0010129004608959464
693,17323.53131076351,-0.0014866375611779343
694,17323.53131076351,-0.0003359879636937648
695,17323.531324629766,0.00118131788667298
696,17323.53139288032,-3.308129322378251e-05
697,17323.531420392683,-0.0012032528782466969
698,17323.531529468142,-0.0012100441992868429
699,17323.53181332118,0.0008935440382799498
700,17323.531828421626,0.0013304326898125121
701,17323.53187450017,0.0010605852460224528
702,17323.531891785464,-0.0010090346095394129
703,17323.531891785464,-0.0003343108756553633
704,17323.532025147724,-0.0006366469162335066
705,17323.53215184871,-0.0011868341917066422
706,17323.532234532577,0.00039472108355793385
707,17323.532333374293,-0.0021094985170563322
708,17323.53241240563,-0.000988710768663643
709,17323.532726432877,0.00048896798593181
710,17323.532747800993,0.0009212802878121699
711,17323.532758128138,0.00024982330130123086
712,17323.532758128138,-0.00043443944411773814
713,17323.53288376172,0.0007630405868806348
